#! FIELDS cv.x file.free der_cv.x
   -1.962520000   -0.006599858   -0.249233903
   -1.927378617   -0.026824712   -0.941480112
   -1.892237234   -0.089829066   -2.884809739
   -1.857095851   -0.265454238   -7.716480681
   -1.821954468   -0.700712053  -18.237839654
   -1.786813085   -1.660963610  -38.253862070
   -1.751671702   -3.545617603  -71.262138698
   -1.716530319   -6.833496179 -117.833597248
   -1.681388936  -11.932452505 -172.929701940
   -1.646247553  -18.957655475 -225.154608100
   -1.611106170  -27.557122575 -260.167918936
   -1.575964787  -36.915335673 -267.220391086
   -1.540823404  -45.998787238 -245.269898577
   -1.505682021  -53.926341087 -203.725924635
   -1.470540638  -60.266216207 -157.453321758
   -1.435399255  -65.096801125 -119.539400406
   -1.400257872  -68.856220152  -97.101657913
   -1.365116489  -72.127162329  -91.599383909
   -1.329975106  -75.472571224 -100.767968711
   -1.294833723  -79.327318931 -119.462904706
   -1.259692340  -83.894998789 -139.820707262
   -1.224550957  -89.082009068 -153.628782287
   -1.189409574  -94.577680718 -157.554883924
   -1.154268191 -100.089342975 -156.088630476
   -1.119126809 -105.589358622 -158.455596484
   -1.083985426 -111.344619682 -170.995605915
   -1.048844043 -117.695591328 -191.135465312
   -1.013702660 -124.749027469 -209.001809070
   -0.978561277 -132.234873266 -214.585125417
   -0.943419894 -139.632838771 -204.110703534
   -0.908278511 -146.431572072 -181.653508259
   -0.873137128 -152.353984673 -155.707693931
   -0.837995745 -157.430140169 -134.633364578
   -0.802854362 -161.921295554 -122.821365895
   -0.767712979 -166.143979382 -118.614278353
   -0.732571596 -170.255465397 -115.148600968
   -0.697430213 -174.128963698 -103.624870636
   -0.662288830 -177.368402899  -78.575830975
   -0.627147447 -179.495709176  -41.291865891
   -0.592006064 -180.202910002    0.537854760
   -0.556864681 -179.507536061   36.720493746
   -0.521723298 -177.748716531   60.576838830
   -0.486581915 -175.378570451   72.190362458
   -0.451440532 -172.719683469   78.112947891
   -0.416299149 -169.825629277   86.917726102
   -0.381157766 -166.495754756  103.378134021
   -0.346016383 -162.445706469  127.521548383
   -0.310875000 -157.437604594  157.690463991
   -0.275733617 -151.268261199  193.738439137
   -0.240592234 -143.700810765  237.522577099
   -0.205450851 -134.453623119  288.859938476
   -0.170309468 -123.349248734  341.627136222
   -0.135168085 -110.536072516  383.919956646
   -0.100026702  -96.608447714  403.390700857
   -0.064885319  -82.511066105  393.178669195
   -0.029743936  -69.281765722  354.767714822
    0.005397447  -57.792523260  295.705615239
    0.040538830  -48.608544433  224.979780572
    0.075680213  -42.000386848  150.217863462
    0.110821596  -38.002633634   77.533591695
    0.145962979  -36.436450161   12.805368313
    0.181104362  -36.913665922  -37.647176222
    0.216245745  -38.844248046  -69.633669736
    0.251387128  -41.562072532  -82.618408069
    0.286528511  -44.466125518  -81.267003846
    0.321669894  -47.182406563  -73.236785151
    0.356811277  -49.617007629  -66.209592971
    0.391952660  -51.900257410  -65.004038840
    0.427094043  -54.256285867  -70.013780449
    0.462235426  -56.842919878  -77.186355027
    0.497376809  -59.627072999  -80.112581504
    0.532518191  -62.355472994  -73.330441235
    0.567659574  -64.644682383  -55.278035031
    0.602800957  -66.137113187  -28.818691954
    0.637942340  -66.629151944    0.738600198
    0.673083723  -66.094924348   28.961336856
    0.708225106  -64.611734493   54.956937387
    0.743366489  -62.224308621   80.972368256
    0.778507872  -58.869484581  110.486032666
    0.813649255  -54.389555300  144.957042030
    0.848790638  -48.647423166  181.404918190
    0.883932021  -41.693633864  212.487895512
    0.919073404  -33.876813830  229.003377350
    0.954214787  -25.835332382  224.548525802
    0.989356170  -18.332254997  198.997628517
    1.024497553  -12.013031234  158.661890014
    1.059638936   -7.225066914  113.507397379
    1.094780319   -3.969372860   72.792398283
    1.129921702   -1.983578305   41.785199634
    1.165063085   -0.896905942   21.386890897
    1.200204468   -0.366161649    9.773104539
    1.235345851   -0.133601585    3.944327144
    1.270487234   -0.042237975    1.359167723
    1.305628617   -0.010471849    0.359841307
    1.340770000   -0.002088572    0.076789872
