#! FIELDS time cv.y sigma_cv.y height biasf
#! SET multivariate false
                    500    0.05216753593333578                    0.1                   0.25                      1
                   1000    0.03562153823113091                    0.1                   0.25                      1
                   1500   0.004480737761548905                    0.1                   0.25                      1
                   2000     0.0499218906983858                    0.1                   0.25                      1
                   2500     0.0321716418685823                    0.1                   0.25                      1
                   3000   0.008287393895171889                    0.1                   0.25                      1
                   3500    0.04201301851299308                    0.1                   0.25                      1
                   4000    0.02721981757605227                    0.1                   0.25                      1
                   4500    0.01325177999449025                    0.1                   0.25                      1
                   5000      0.041116858443093                    0.1                   0.25                      1
                   5500    0.03117871098500501                    0.1                   0.25                      1
                   6000    0.01662753276375619                    0.1                   0.25                      1
                   6500    0.03255873691185177                    0.1                   0.25                      1
                   7000    0.03897212520579198                    0.1                   0.25                      1
                   7500    0.01894741088007704                    0.1                   0.25                      1
                   8000    0.01256594069985083                    0.1                   0.25                      1
                   8500    0.02452233497748735                    0.1                   0.25                      1
                   9000    0.03916110113979489                    0.1                   0.25                      1
                   9500    0.04157930132564247                    0.1                   0.25                      1
                  10000       0.03757658018725                    0.1                   0.25                      1
                  10500    0.02489143260292635                    0.1                   0.25                      1
                  11000    0.02275182996347463                    0.1                   0.25                      1
                  11500    0.02343284829208206                    0.1                   0.25                      1
                  12000    0.03103184511707072                    0.1                   0.25                      1
                  12500    0.02956912128589361                    0.1                   0.25                      1
                  13000    0.02666446759460127                    0.1                   0.25                      1
                  13500    0.01987662062959188                    0.1                   0.25                      1
                  14000    0.02156100443960771                    0.1                   0.25                      1
                  14500    0.01779053970294061                    0.1                   0.25                      1
                  15000    0.02192713022353054                    0.1                   0.25                      1
                  15500    0.02416568597807654                    0.1                   0.25                      1
                  16000    0.02267517170500159                    0.1                   0.25                      1
                  16500    0.02518093523634509                    0.1                   0.25                      1
                  17000    0.03177044973920557                    0.1                   0.25                      1
                  17500    0.02157603977590565                    0.1                   0.25                      1
                  18000    0.02500591180832325                    0.1                   0.25                      1
                  18500    0.03295810076577324                    0.1                   0.25                      1
