#! FIELDS phi file.free der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  178
#! SET periodic_phi true
   -3.141592654   15.492655954  -54.102888981
   -3.106293860   13.592008910  -53.304020494
   -3.070995066   11.752092628  -50.681968865
   -3.035696272   10.035837737  -46.269865436
   -3.000397478    8.502067802  -40.529538688
   -2.965098684    7.189063512  -33.883726502
   -2.929799890    6.117322094  -26.877873108
   -2.894501097    5.290726790  -20.152052274
   -2.859202303    4.685437608  -14.508842377
   -2.823903509    4.246625766  -10.844897503
   -2.788604715    3.894292758   -9.600266875
   -2.753305921    3.553946595   -9.959465409
   -2.718007127    3.204186459   -9.688925955
   -2.682708333    2.906017731   -6.819612830
   -2.647409540    2.759447256   -1.317336500
   -2.612110746    2.822291724    4.500756682
   -2.576811952    3.050976983    7.536507834
   -2.541513158    3.312290450    6.459801400
   -2.506214364    3.481013149    2.742546395
   -2.470915570    3.516977956   -0.555371759
   -2.435616776    3.480843233   -1.094595288
   -2.400317983    3.480275704    1.149714412
   -2.365019189    3.585047519    4.610733164
   -2.329720395    3.801208967    7.211060432
   -2.294421601    4.072814469    7.470879301
   -2.259122807    4.307464590    5.190033672
   -2.223824013    4.425480975    1.179823351
   -2.188525219    4.404864871   -2.212783191
   -2.153226425    4.318067030   -2.136291337
   -2.117927632    4.313944665    2.345040800
   -2.082628838    4.513136805    8.873932984
   -2.047330044    4.916693365   13.028479482
   -2.012031250    5.382704594   12.290830579
   -1.976732456    5.742933285    7.519257202
   -1.941433662    5.906500267    1.618667495
   -1.906134868    5.879096677   -3.088900171
   -1.870836075    5.706893989   -6.739068723
   -1.835537281    5.414600020  -10.033623810
   -1.800238487    5.013162366  -12.636092902
   -1.764939693    4.542794284  -13.841088473
   -1.729640899    4.052675139  -14.054772755
   -1.694342105    3.549031688  -14.944789481
   -1.659043311    2.978731346  -17.884040038
   -1.623744518    2.283112073  -21.568643875
   -1.588445724    1.495611323  -22.404548639
   -1.553146930    0.769583557  -17.999258541
   -1.517848136    0.281992286   -9.423347768
   -1.482549342    0.107135786   -1.230932266
   -1.447250548    0.144803058    2.307671348
   -1.411951754    0.209157954    0.524627827
   -1.376652961    0.167655810   -2.932035821
   -1.341354167    0.047070260   -3.354644072
   -1.306055373    0.000000000    1.229773818
   -1.270756579    0.177369902    8.885111099
   -1.235457785    0.624053125   15.767419718
   -1.200158991    1.260945650   19.539377545
   -1.164860197    1.977755084   20.662982516
   -1.129561404    2.721285932   21.296629461
   -1.094262610    3.509550813   23.439271059
   -1.058963816    4.399398598   26.928942219
   -1.023665022    5.417150237   30.458050009
   -0.988366228    6.542097713   32.832445769
   -0.953067434    7.724763789   33.810916790
   -0.917768640    8.922403329   33.653513755
   -0.882469847   10.099788992   32.731142800
   -0.847171053   11.239790558   31.706144807
   -0.811872259   12.362191545   32.008700490
   -0.776573465   13.541438753   35.229208567
   -0.741274671   14.889862382   41.351372405
   -0.705975877   16.476473009   48.070386729
   -0.670677083   18.254952530   51.728162590
   -0.635378289   20.066621631   49.684207819
   -0.600079496   21.713992075   42.909039446
   -0.564780702   23.091540021   35.262192997
   -0.529481908   24.252633913   31.082589781
   -0.494183114   25.363705101   32.618145945
   -0.458884320   26.610359004   38.204702922
   -0.423585526   28.066877866   43.786366643
   -0.388286732   29.658872947   45.397473095
   -0.352987939   31.209060100   41.287932879
   -0.317689145   32.528312603   32.716968793
   -0.282390351   33.507507493   22.671055077
   -0.247091557   34.151535883   14.157687153
   -0.211792763   34.554184098    9.239956560
   -0.176493969   34.855611353    8.393365183
   -0.141195175   35.184443646   10.424343098
   -0.105896382   35.600838387   12.865538672
   -0.070597588   36.061798327   12.407411625
   -0.035298794   36.417953864    6.600420021
    0.000000000   36.474212916   -4.063439489
    0.035298794   36.112898374  -16.255713581
    0.070597588   35.372319696  -24.827448040
    0.105896382   34.447326593  -26.397215741
    0.141195175   33.584014994  -21.850663221
    0.176493969   32.923346850  -15.922229819
    0.211792763   32.410862897  -14.283675883
    0.247091557   31.825130000  -20.253007400
    0.282390351   30.910212310  -32.212522976
    0.317689145   29.548519524  -44.512165748
    0.352987939   27.836143170  -51.290684671
    0.388286732   26.019226081  -50.539224419
    0.423585526   24.323413106  -45.194845370
    0.458884320   22.824600053  -40.168497944
    0.494183114   21.451332041  -38.316657662
    0.529481908   20.091656878  -39.097803414
    0.564780702   18.682452329  -40.773503708
    0.600079496   17.214373221  -42.472617622
    0.635378289   15.687823193  -44.017246290
    0.670677083   14.124196194  -44.162678219
    0.705975877   12.615425279  -40.500820937
    0.741274671   11.329385518  -31.626072417
    0.776573465   10.418577399  -20.116750597
    0.811872259    9.883285996  -11.176929076
    0.847171053    9.551290933   -8.957334233
    0.882469847    9.186285182  -12.354930653
    0.917768640    8.674302282  -16.302792809
    0.953067434    8.090407917  -15.975623243
    0.988366228    7.613947512  -10.515727615
    1.023665022    7.381527449   -2.744848539
    1.058963816    7.409407433    3.880476657
    1.094262610    7.625453085    7.772383305
    1.129561404    7.938544065    9.563774773
    1.164860197    8.298970211   10.629526397
    1.200158991    8.713060437   12.888642902
    1.235457785    9.253971375   18.304322838
    1.270756579   10.057523085   27.762691608
    1.306055373   11.257735844   40.320669390
    1.341354167   12.909930746   52.727540357
    1.376652961   14.941909540   61.231936742
    1.411951754   17.179652755   64.597332558
    1.447250548   19.468429023   64.582911328
    1.482549342   21.747237581   64.616162533
    1.517848136   24.063703489   66.686329124
    1.553146930   26.489057965   70.748061927
    1.588445724   29.064152437   74.847333336
